word,property,label
error,red-underline,sensorimotor
event,fireworks,sensorimotor
event,schedule,association
event,ticket,association
excitement,fireworks,sensorimotor
excitement,heartbeat,sensorimotor
experience,internship,association
faithfulness,lifelong_marriage,association
faithfulness,wedding_ring,association
fantasy,magic,association
fantasy,quest,association
fate,prophecy,association
fate,tarot,association
fear,heartbeat,sensorimotor
fear,hiding,emotion
fear,scream,sensorimotor
fight,shouting,sensorimotor
fright,heartbeat,sensorimotor
fun,birthday party,social
fun,rollercoaster,social
fury,shattered glass,sensorimotor
future,graduation,social
glory,spotlight,association
glory,trophy,association
greed,casino,association
guess,mystery,association
guess,surprise,emotion
habit,toothbrush,sensorimotor
happiness,smile,sensorimotor
hate,revenge,emotion
hint,puzzle,association
home,fireplace,sensorimotor
honor,ceremony,social
honor,medal,association
hope,lottery ticket,association
hurry,missed train,association
hurry,spilled coffee,association
idea,invention,association
illusion,funhouse mirror,association
incentive,sales target,association
independence,fireworks,association
indifference,blank stare,sensorimotor
influence,peer pressure,social
insanity,chaos,association
insurrection,barricades,sensorimotor
insurrection,tear gas,association
intention,compass,association
intention,steering wheel,association
invention,laboratory,association
jealousy,suspicion,emotion
joy,dancing,sensorimotor
judgement,jury,social
justification,courtroom,sensorimotor
justification,debate,social
love,marriage,social
love,sacrifice,emotion
luck,four-leaf clover,association
luck,lottery ticket,association
luck,rabbit’s foot,association
luxury,silk sheets,sensorimotor
manipulation,chessboard,association
manners,dinner table,social
manners,grandparents,social
manners,napkin,sensorimotor
menace,growl,sensorimotor
mercy,prayer,association
miracle,lottery,association
misdemeanor,community service,association
misdemeanor,courtroom,social
misdemeanor,traffic ticket,association
moment,decision,association
moment,silence,sensorimotor
mood,playlist,sensorimotor
need,money,association
need,shelter,sensorimotor
nervousness,racing heart,sensorimotor
obedience,classroom,social
obedience,leash,association
objection,gavel,association
objection,interruption,association
obligation,family,social
obligation,guilt,emotion
obligation,promise,association
occupation,salary,association
ostracism,loneliness,social
overview,map,association
pain,needle,sensorimotor
pain,scream,sensorimotor
pardon,courtroom,association
passion,violin,association
perfection,pressure,sensorimotor
perfection,symmetry,association
performance,audience,social
perspective,vanishing point,association
plan,meeting,social
potential,seed,association
poverty,secondhand clothes,sensorimotor
present,ribbon,sensorimotor
present,surprise,emotion
present,wrapping paper,sensorimotor
problem,homework,association
promise,campaign speech,association
promise,pinky-swear,association
proof,courtroom,social
proposal,marriage,association
proposal,slideshow,association
prosperity,celebration,social
prosperity,skyscrapers,association
protection,helmet,sensorimotor
punishment,courtroom,social
punishment,detention,sensorimotor
punishment,guilt,emotion
quality,checklist,association
rage,clenched fists,sensorimotor
rage,storm,association
realization,mirror,association
reassurance,smile,sensorimotor
recovery,hospital bed,sensorimotor
recovery,physical therapy,sensorimotor
remorse,apology letter,social
remorse,heavy chest,emotion
remorse,sleepless night,sensorimotor
requirement,exam,association
resolution,peace treaty,social
respect,teacher,social
responsibility,mortgage,association
responsibility,parenthood,social
responsibility,promise,association
retaliation,escalation,association
revolution,guillotine,association
revolution,spinning gears,sensorimotor
risk,startup,association
ritual,incense,sensorimotor
safety,seatbelt,sensorimotor
satisfaction,smile,emotion
scheme,timetable,association
sensitivity,whisper,social
shame,blushing,emotion
slapstick,cream pie,association
stimulus,economy,association
stress,exam,association
success,applause,social
success,promotion,association
suffering,war,association
surprise,gift,sensorimotor
talent,spotlight,association
thought,cloud,association
tradition,ceremony,association
tradition,grandparents,social
trust,safety net,association
value,auction,association
vanity,makeup,sensorimotor
victory,anthem,association
view,balcony,sensorimotor
violation,broken promise,social
violence,blood,sensorimotor
wealth,stock market,association
wealth,yacht,association
welfare,food stamps,association
welfare,social worker,association
will,inheritance,association
will,signature,sensorimotor
willingness,raised hand,sensorimotor
work,office,sensorimotor
work,paycheck,association
worry,insomnia,emotion
worry,nail-biting,sensorimotor
worry,pacing,emotion
worry,storm clouds,sensorimotor
ability,magic,association
ability,sports,sensorimotor
ability,superhero,association
ability,test,social
accusation,court,social
accusation,proof,association
achievement,hard work,association
activity,energy,sensorimotor
activity,game,association
activity,running,sensorimotor
activity,school,social
addiction,drugs,association
addiction,gambling,social
advantage,high ground,association
advantage,speed,sensorimotor
advantage,tennis,association
adventure,adrenaline,emotion
adventure,mountains,sensorimotor
advice,help,association
advice,listen,sensorimotor
advice,unsolicited,association
agony,loss,association
amazement,stars,sensorimotor
ambition,politician,association
ambition,promotion,social
ambush,hiding,sensorimotor
amusement,smile,sensorimotor
anger,fire,sensorimotor
anger,shouting,sensorimotor
anxiety,heartbeat,sensorimotor
anxiety,sweating,sensorimotor
anxiety,test,association
apology,mistake,association
appearance,clothes,sensorimotor
appearance,court,association
appearance,illusion,association
appetite,dinner,association
appetite,feast,association
appetite,smell,sensorimotor
appetite,stomach,sensorimotor
application,phone,sensorimotor
application,resume,association
aptitude,career,association
aptitude,math,association
aptitude,piano,sensorimotor
argument,anger,emotion
argument,court,association
argument,loud,sensorimotor
art,paint,sensorimotor
aspect,angle,association
aspect,grammar,association
aspect,ratio,association
aspect,stars,sensorimotor
assassination,politics,association
assassination,president,association
assassination,rifle,sensorimotor
assumption,arrogance,emotion
assumption,mistake,association
assumption,proof,association
astonishment,miracle,association
attack,army,social
attack,shark,sensorimotor
attention,detail,association
attention,soldier,association
attraction,magnets,association
attraction,theme park,association
beauty,beast,association
beauty,flower,sensorimotor
beauty,painting,sensorimotor
being,alien,association
being,soul,association
betrayal,affair,social
betrayal,judas,association
blackmail,money,social
blackmail,photos,sensorimotor
boredom,clock,association
boredom,sigh,sensorimotor
boycott,politics,social
boycott,products,association
boycott,protest,association
bravery,knight,association
career,suit,sensorimotor
carefulness,egg,sensorimotor
carefulness,ice,sensorimotor
carefulness,surgery,association
catastrophe,panic,emotion
catastrophe,siren,sensorimotor
catastrophe,titanic,association
caution,glass,sensorimotor
caution,traffic light,sensorimotor
challenge,duel,social
chaos,noise,sensorimotor
chaos,panic,emotion
chaos,tornado,sensorimotor
chaos,traffic,sensorimotor
character,font,association
character,integrity,emotion
charm,lucky,association
comfort,hug,social
comfort,soup,sensorimotor
commitment,contract,association
commitment,goal,association
commitment,time,association
comparison,apples,association
comparison,jealousy,emotion
comparison,price,association
compassion,suffering,emotion
compassion,warmth,emotion
competence,exam,social
compromise,marriage,social
compromise,middle,association
compulsion,locks,sensorimotor
compulsion,washing,sensorimotor
confession,police,social
conflict,politics,social
conflict,war,social
consideration,contract,association
consideration,door,sensorimotor
consideration,gift,sensorimotor
consideration,seat,sensorimotor
consolation,grief,emotion
consolation,hug,sensorimotor
contempt,court,social
contempt,judge,emotion
contempt,superiority,social
convention,badge,sensorimotor
convention,booth,association
convention,crowd,social
convention,speech,sensorimotor
cooperation,peace,association
cooperation,puzzle,association
courage,fire,association
courage,heart,association
courage,soldier,association
creativity,lightbulb,association
creativity,mess,sensorimotor
creativity,paint,sensorimotor
crime,gun,sensorimotor
crime,jail,association
crime,punishment,association
criticism,judge,association
criticism,movie,association
cruelty,tears,sensorimotor
cruelty,villain,social
cruelty,whip,sensorimotor
culture,art,association
culture,food,sensorimotor
culture,tradition,association
curiosity,door,sensorimotor
curiosity,mars,association
custom,airport,association
custom,culture,association
custom,design,association
custom,suit,association
danger,fire,sensorimotor
death,black,sensorimotor
death,cold,sensorimotor
decision,coin,sensorimotor
decision,gavel,association
decision,regret,emotion
demand,boss,social
demand,market,association
demand,ransom,association
desire,fire,association
desire,heart,association
desire,red,sensorimotor
desperation,begging,social
desperation,desert,association
destruction,bomb,sensorimotor
destruction,tornado,sensorimotor
detection,crime,association
detection,sensor,sensorimotor
detection,smoke,sensorimotor
difference,height,sensorimotor
difference,puzzle,association
difficulty,math,association
difficulty,video game,sensorimotor
dignity,ceremony,association
dignity,queen,social
dignity,silence,sensorimotor
diligence,library,sensorimotor
diligence,promotion,social
disadvantage,debt,association
disadvantage,poverty,association
disadvantage,struggle,emotion
disappointment,gift,social
disappointment,loss,association
disappointment,rain,sensorimotor
disappointment,sigh,sensorimotor
discovery,scientist,association
discovery,treasure,sensorimotor
disgust,garbage,sensorimotor
disgust,mold,sensorimotor
disgust,smell,sensorimotor
dismay,failure,emotion
dismay,gasp,sensorimotor
dismay,rejection,emotion
dispute,border,association
dispute,court,social
dispute,lawyer,association
distance,miles,association
distance,relationship,social
distance,travel,sensorimotor
distraction,procrastination,emotion
diversity,culture,association
diversity,inclusion,association
doubt,frown,sensorimotor
doubt,jury,social
doubt,thomas,association
downfall,rain,sensorimotor
dream,cloud,sensorimotor
dream,night,sensorimotor
duty,honor,social
duty,jury,social
eagerness,gift,social
eagerness,puppy,sensorimotor
eagerness,raised hand,sensorimotor
eagerness,starting line,association
effort,grades,association
effort,gym,sensorimotor
effort,success,association
elegance,violin,sensorimotor
emotion,face,sensorimotor
emotion,love,emotion
enchantment,sparkles,sensorimotor
enthusiasm,cheer,emotion
enthusiasm,energy,emotion
enthusiasm,hobby,association
enthusiasm,smile,sensorimotor
envy,sin,association
envy,success,association
error,computer,association
error,red,sensorimotor
event,planning,association
excitement,roller coaster,association
excitement,travel,sensorimotor
excitement,winning,association
expectation,high,association
expectation,reality,association
experience,job,association
experience,travel,association
explanation,excuse,emotion
explanation,why,association
exploitation,profit,association
exploitation,resources,association
exploitation,sweatshop,association
faithfulness,god,association
faithfulness,marriage,social
faithfulness,promise,association
fantasy,book,sensorimotor
fate,death,emotion
fate,love,emotion
fear,trembling,emotion
fight,anger,emotion
fight,blood,sensorimotor
fight,fist,sensorimotor
fight,ring,sensorimotor
fitness,running,sensorimotor
fitness,weights,sensorimotor
flexibility,gymnast,association
force,police,association
forgiveness,healing,sensorimotor
forgiveness,mistake,association
forgiveness,peace,emotion
freedom,chains,association
freedom,sky,sensorimotor
freedom,speech,sensorimotor
fright,dark,sensorimotor
fright,ghost,association
frustration,computer,association
frustration,scream,sensorimotor
frustration,wall,association
fun,friends,social
fury,fire,sensorimotor
fury,scream,sensorimotor
future,robots,sensorimotor
future,space,sensorimotor
future,technology,association
genius,chess,association
genius,laboratory,sensorimotor
glory,flag,association
glory,heaven,association
grace,ballerina,sensorimotor
grace,dinner,social
grace,god,association
gratitude,gift,social
gratitude,journal,sensorimotor
gratitude,smile,sensorimotor
greed,corruption,association
greed,hunger,emotion
greed,money,social
guess,game,association
guess,luck,association
guess,wrong,association
habit,nails,sensorimotor
habit,nun,association
habit,smoking,sensorimotor
happiness,family,social
hate,enemy,social
hate,scream,sensorimotor
hate,war,association
help,rope,sensorimotor
hint,lime,association
home,bed,sensorimotor
home,key,association
honor,duel,social
honor,judge,association
hope,future,association
hope,prayer,association
hope,sunrise,association
horror,movie,association
humor,clown,association
humor,joke,association
humor,smile,sensorimotor
hunger,food,sensorimotor
hunger,growl,sensorimotor
hunger,poverty,association
hurry,traffic,association
idea,brain,association
ideal,candidate,association
ideal,gas,association
ideal,weight,association
ideal,world,association
illusion,magic,association
illusion,optical,sensorimotor
impression,interview,social
impression,sand,association
impression,stamp,sensorimotor
impression,voice,sensorimotor
incentive,sales,association
incentive,tax,association
independence,apartment,sensorimotor
independence,car,sensorimotor
indifference,cold,association
influence,instagram,association
influence,leader,social
influence,money,association
influence,vote,association
insanity,repetition,association
insanity,straitjacket,association
insight,data,association
insight,flash,association
insight,puzzle,association
insult,anger,emotion
insult,argument,social
insult,bully,social
insurrection,chaos,association
insurrection,government,association
insurrection,mobs,social
insurrection,violence,sensorimotor
intention,crime,association
intention,hidden,association
intention,letter,association
interest,bank,association
interest,percentage,association
invention,wheel,association
jealousy,ex,social
jealousy,fight,social
jealousy,love,emotion
joy,christmas,association
joy,jumping,sensorimotor
joy,tears,sensorimotor
judgement,court,social
judgement,guilt,association
justice,court,social
justice,judge,association
justification,evidence,association
justification,logic,association
justification,margins,association
kindness,gift,sensorimotor
kindness,warmth,emotion
knowledge,books,sensorimotor
knowledge,school,social
love,red,sensorimotor
luck,dice,association
luck,lottery,association
lust,affair,social
lust,fire,association
lust,sin,association
luxury,hotel,association
magic,cards,association
magic,sparkles,sensorimotor
manipulation,guilt,emotion
manipulation,lies,association
manipulation,politics,association
manners,handshake,social
manners,rude,emotion
matter,grey,sensorimotor
matter,mass,association
meanness,scowl,sensorimotor
meanness,scrooge,association
meanness,tears,emotion
memory,brain,association
memory,computer,association
menace,dennis,association
menace,teeth,sensorimotor
mercy,game,association
mercy,sword,sensorimotor
miracle,prayer,association
miracle,survival,emotion
misdemeanor,court,social
misdemeanor,lawyer,association
misdemeanor,shoplifting,association
misery,breakup,social
mockery,bully,social
mockery,pointing,sensorimotor
mockery,shame,emotion
moment,camera,sensorimotor
moment,truth,association
moment,wait,emotion
mood,music,sensorimotor
mourning,flowers,association
need,desperation,emotion
need,help,social
need,water,sensorimotor
nervousness,interview,social
nervousness,shaking,sensorimotor
nervousness,stage,social
nervousness,sweat,sensorimotor
nightmare,darkness,sensorimotor
nightmare,monster,association
notion,app,association
notion,buttons,sensorimotor
notion,head,association
notion,sewing,sensorimotor
obedience,parents,social
objection,court,association
objection,judge,association
obligation,debt,association
observation,eyes,sensorimotor
observation,notebook,association
observation,science,association
occupation,interview,social
occupation,uniform,sensorimotor
order,alphabetical,association
order,package,sensorimotor
order,pizza,association
ostracism,ancient greece,association
overview,mountain,association
overview,project,association
pain,blood,sensorimotor
pain,doctor,social
panic,button,association
panic,fire,association
panic,scream,sensorimotor
panic,sweat,sensorimotor
pardon,prison,association
pardon,repeat,association
pardon,turkey,association
passion,art,association
passion,kiss,sensorimotor
past,ghost,association
past,nostalgia,emotion
past,tense,association
perception,depth,sensorimotor
perception,eyes,sensorimotor
perfection,circle,sensorimotor
perfection,gold,association
performance,engine,association
performance,review,association
perspective,camera,sensorimotor
perspective,drawing,sensorimotor
plan,map,association
pleasure,beach,sensorimotor
pleasure,massage,sensorimotor
pleasure,smile,sensorimotor
potential,battery,association
potential,youth,association
poverty,debt,association
poverty,homeless,association
power,corruption,association
power,muscle,sensorimotor
prediction,algorithm,association
prediction,weather,association
present,time,association
pride,prejudice,association
pride,trophy,association
problem,fix,sensorimotor
problem,stress,emotion
prohibition,alcohol,association
prohibition,gangsters,social
promise,secret,association
promise,trust,emotion
proof,bread,association
proof,court,social
proof,math,association
proposal,business,association
prosperity,feast,social
prosperity,growth,association
protection,bodyguard,association
protest,crowd,social
protest,marching,sensorimotor
protest,megaphone,sensorimotor
provocation,fight,social
provocation,insult,social
provocation,reaction,sensorimotor
punishment,crime,association
punishment,gavel,association
punishment,jail,association
quality,seal,sensorimotor
quality,time,association
quantity,bulk,association
quantity,math,association
quantity,quality,association
quantity,scale,sensorimotor
realization,puzzle,association
realization,shock,emotion
reassurance,insurance,association
reassurance,nod,sensorimotor
reassurance,parent,social
recommendation,book,association
recommendation,restaurant,social
recovery,backup,association
recovery,sleep,sensorimotor
recovery,soup,sensorimotor
regard,email,association
regard,high,association
regard,kind,association
regard,safety,association
regret,mistake,association
regret,past,association
regret,tattoo,association
relief,aspirin,association
relief,rain,association
relief,weekend,association
remorse,crime,association
remorse,forgiveness,social
remorse,tears,emotion
requirement,age,association
requirement,job,association
requirement,software,association
resemblance,doppelganger,social
resistance,war,association
resistance,weights,sensorimotor
resolution,new year,association
resolution,screen,sensorimotor
respect,elders,social
respect,handshake,social
responsibility,bills,association
responsibility,heavy,sensorimotor
responsibility,job,association
responsibility,parent,social
retaliation,lawsuit,social
retaliation,punch,sensorimotor
revenge,enemy,social
revenge,sweet,association
revolution,french,association
revolution,industrial,association
revolution,war,association
risk,dice,association
ritual,candles,sensorimotor
ritual,chant,association
ritual,morning,association
ritual,sacrifice,association
romantic,candles,sensorimotor
romantic,dinner,association
safety,lock,sensorimotor
satisfaction,checkmark,association
satisfaction,meal,sensorimotor
satisfaction,survey,association
scheme,color,association
scheme,money,association
scheme,pyramid,association
self-dependence,apartment,association
self-dependence,cooking,sensorimotor
self-dependence,job,association
self-dependence,strength,emotion
sensation,nerves,emotion
sensation,touch,sensorimotor
sensitivity,crying,emotion
sensitivity,mouse,association
sensitivity,rash,sensorimotor
sensitivity,toothpaste,association
shame,face,sensorimotor
shame,ground,association
shame,red,sensorimotor
shyness,silence,sensorimotor
shyness,stage,social
skill,experience,association
skill,training,sensorimotor
slapstick,banana,association
slapstick,clown,association
slapstick,fall,sensorimotor
solitude,tea,association
stimulus,light,sensorimotor
stimulus,nerve,association
stress,exams,association
stress,traffic,association
success,hard work,association
success,money,association
suffering,hunger,sensorimotor
support,family,social
support,tech,association
surprise,jump,sensorimotor
surprise,party,association
talent,applause,sensorimotor
talent,competition,association
talent,music,sensorimotor
task,finished,association
task,focus,emotion
task,list,association
terrorism,attack,association
terrorism,bomb,sensorimotor
terrorism,violence,emotion
theory,book,sensorimotor
theory,experiment,association
theory,relativity,association
theory,science,association
thirst,heat,sensorimotor
thirst,throat,sensorimotor
thirst,water,sensorimotor
thought,brain,sensorimotor
thought,penny,association
threat,blackmail,social
threat,fear,emotion
threat,knife,sensorimotor
threat,shadow,sensorimotor
tradition,culture,association
tradition,past,association
trust,bank,association
trust,secret,association
value,diamond,sensorimotor
value,family,social
value,judgment,association
vanity,fair,association
vanity,table,association
victory,celebration,social
victory,gold,association
victory,war,association
view,ocean,sensorimotor
violation,law,association
violation,penalty,association
violation,privacy,association
violence,scream,sensorimotor
violence,war,association
war,guns,sensorimotor
war,history,association
warning,red,sensorimotor
warning,sign,sensorimotor
weakness,achilles,association
wealth,bank,association
wealth,power,association
welfare,poverty,association
welfare,unemployment,association
will,death,emotion
willingness,help,association
willingness,yes,association
wish,candle,association
wish,genie,association
wit,dinner party,social
wit,laughter,emotion
wit,oscar wilde,association
wit,razor,association
wonder,alice,association
wonder,bread,association
work,computer,sensorimotor
work,money,association
work,stress,emotion
worry,bills,association
worry,nails,sensorimotor
