word,response,properties
surprise,"word: surprise
properties: gasp, birthday, hidden, confetti","['gasp', 'birthday', 'hidden', 'confetti']"
talent,"word: talent
properties: stage, hidden, scout, natural","['stage', 'hidden', 'scout', 'natural']"
task,"word: task
properties: deadline, checklist, effort, completion","['deadline', 'checklist', 'effort', 'completion']"
terrorism,"word: terrorism
properties: fear, explosion, news, extremism","['fear', 'explosion', 'news', 'extremism']"
theory,"word: theory
properties: hypothesis, Einstein, proof, classroom","['hypothesis', 'Einstein', 'proof', 'classroom']"
thirst,"word: thirst
properties: desert, water, craving, salt","['desert', 'water', 'craving', 'salt']"
thought,"word: thought
properties: bubble, deep, shower, lost","['bubble', 'deep', 'shower', 'lost']"
threat,"word: threat
properties: danger, warning, shadow, knife","['danger', 'warning', 'shadow', 'knife']"
tradition,"word: tradition
properties: heritage, candle, grandfather, ritual","['heritage', 'candle', 'grandfather', 'ritual']"
trend,"word: trend
properties: hashtag, fashion, upward, viral","['hashtag', 'fashion', 'upward', 'viral']"
trust,"word: trust
properties: handshake, bridge, fall, blind","['handshake', 'bridge', 'fall', 'blind']"
value,"word: value
properties: worth, diamond, bargain, moral","['worth', 'diamond', 'bargain', 'moral']"
vanity,"word: vanity
properties: mirror, lipstick, Hollywood, peacock","['mirror', 'lipstick', 'Hollywood', 'peacock']"
victory,"word: victory
properties: trophy, celebration, battlefield, fist","['trophy', 'celebration', 'battlefield', 'fist']"
view,"word: view
properties: mountain, window, opinion, panorama","['mountain', 'window', 'opinion', 'panorama']"
violation,"word: violation
properties: boundary, penalty, red card, trespass","['boundary', 'penalty', 'red card', 'trespass']"
violence,"word: violence
properties: blood, fist, shattered, scream","['blood', 'fist', 'shattered', 'scream']"
war,"word: war
properties: trenches, smoke, sacrifice, drums","['trenches', 'smoke', 'sacrifice', 'drums']"
warning,"word: warning
properties: siren, danger, yellow, label","['siren', 'danger', 'yellow', 'label']"
weakness,"word: weakness
properties: kryptonite, knees, chocolate, vulnerability","['kryptonite', 'knees', 'chocolate', 'vulnerability']"
wealth,"word: wealth
properties: vault, inequality, inheritance, luxury","['vault', 'inequality', 'inheritance', 'luxury']"
welfare,"word: welfare
properties: check, poverty, government, safety","['check', 'poverty', 'government', 'safety']"
will,"word: will
properties: testament, determination, future, power","['testament', 'determination', 'future', 'power']"
willingness,"word: willingness
properties: volunteer, open door, nod, eagerness","['volunteer', 'open door', 'nod', 'eagerness']"
wish,"word: wish
properties: star, candle, fountain, eyelash","['star', 'candle', 'fountain', 'eyelash']"
wit,"word: wit
properties: sharp, comedy, clever, repartee","['sharp', 'comedy', 'clever', 'repartee']"
wonder,"word: wonder
properties: curiosity, awe, childhood, stargazing","['curiosity', 'awe', 'childhood', 'stargazing']"
work,"word: work
properties: office, deadline, sweat, commute","['office', 'deadline', 'sweat', 'commute']"
worry,"word: worry
properties: sleepless, wrinkles, stomach, tomorrow","['sleepless', 'wrinkles', 'stomach', 'tomorrow']"
stability,"word: stability
properties: foundation, balance, anchor, routine","['foundation', 'balance', 'anchor', 'routine']"
selection,"word: selection
properties: menu, choose, variety, highlight","['menu', 'choose', 'variety', 'highlight']"
