word,response,properties
stress,"stress: deadlines, muscle tension, insomnia, frustration","['deadlines', 'muscle tension', 'insomnia', 'frustration']"
success,"success: achievement, effort, recognition, growth","['achievement', 'effort', 'recognition', 'growth']"
surprise,"surprise: party, question mark, gasp, confetti","['party', 'question mark', 'gasp', 'confetti']"
talent,"talent: practice, stage, inspiration, potential","['practice', 'stage', 'inspiration', 'potential']"
terrorism,"terrorism: violence, fear, disruption, propaganda","['violence', 'fear', 'disruption', 'propaganda']"
theory,"theory: equation, debate, prediction, model","['equation', 'debate', 'prediction', 'model']"
thought,"thought: memory, puzzle, future, silence","['memory', 'puzzle', 'future', 'silence']"
tradition,"tradition: wedding, quilt, holiday, folklore","['wedding', 'quilt', 'holiday', 'folklore']"
value,"value: ethics, investment, heirloom, opinion","['ethics', 'investment', 'heirloom', 'opinion']"
victory,"victory: trophy, perseverance, parade, relief","['trophy', 'perseverance', 'parade', 'relief']"
violence,"violence: conflict, trauma, anger, destruction","['conflict', 'trauma', 'anger', 'destruction']"
war,"war: trenches, treaties, flags, rubble","['trenches', 'treaties', 'flags', 'rubble']"
warning,"warning: siren, storm, caution, sign","['siren', 'storm', 'caution', 'sign']"
wealth,"wealth: inheritance, yachts, philanthropy, security","['inheritance', 'yachts', 'philanthropy', 'security']"
will,"will: testament, future, choice, power","['testament', 'future', 'choice', 'power']"
wit,"wit: banter, observation, timing, puzzle","['banter', 'observation', 'timing', 'puzzle']"
stability,"stability: bedrock, gyroscope, routine, calm",[]
selection,"word: selection
properties: audition, menu, lottery, filter","['audition', 'menu', 'lottery', 'filter']"
